	z_coordinate_0	z_coordinate_1
111	-1.2239015	5.8527822
112	-1.453427	6.56325
113	-5.873821	1.2280086
114	1.5345756	4.86041
115	1.2945298	4.4602404
116	-5.869429	0.9794352
117	-3.923673	-7.1795316
118	-4.1604004	-1.2877159
119	-0.6713814	3.0935023
120	-4.895206	-7.404457
121	-7.417755	-0.59689385
122	-5.7207823	1.2734164
123	-5.685649	1.0252622
124	-1.2398304	5.9838314
125	-7.2418776	1.2340336
126	-5.6703095	-1.2986745
127	-4.741713	-6.8745413
128	-7.013294	1.3209711
129	-4.8298144	0.19910005
130	-1.7507225	6.350982
131	-1.7844936	6.344109
132	-5.969158	0.8981085
133	-5.9301767	0.5855169
134	-10.696815	1.4206339
135	-5.9357543	6.835262
136	6.546795	2.2389739
137	4.7734585	1.7652249
138	-7.482918	-0.71166307
139	2.7553167	7.5209494
140	-4.66023	0.7579468
141	-6.2779818	0.20389
142	-3.9290304	0.623361
143	-0.45196918	3.75933
144	-4.6492786	0.57042146
145	-7.2073336	1.3636672
146	-2.0156143	6.8640466
147	-1.9843086	6.883689
148	-0.09522009	3.601102
149	-4.230281	-0.89154357
150	1.2789291	4.073058
151	-5.7927775	-1.6141394
152	-4.5888424	0.7320996
153	-4.4053187	-0.67675334
154	-1.9777735	6.905591
155	-1.9521039	6.224389
156	0.7824231	9.087746
157	-0.6186575	3.4727583
158	2.3149984	7.2768373
159	-6.263097	0.76042026
160	-1.885454	6.282471
161	-1.6864464	9.472181
162	-1.6864464	9.472181
163	6.476949	0.20236298
164	5.510404	0.1795452
165	-4.341812	-2.562632
166	3.6206021	5.2953815
167	-0.96963847	-0.5984661
168	-0.20448855	-0.56591475
169	2.234625	7.124828
170	2.3831146	5.125549
171	0.5064667	4.3856378
172	5.450282	0.118817784
173	5.3819785	0.19875154
174	-1.0005723	-0.83903927
175	-1.5722216	7.2714653
176	5.370902	0.26741305
177	7.054314	0.5726779
178	4.6657376	1.7441849
179	-4.397216	-2.3685205
180	-6.663846	-1.0819947
181	1.4767072	4.7338676
182	3.6525047	5.484553
183	-0.7164876	2.779322
184	3.5878122	0.9994946
185	5.5746603	0.40413687
186	0.89140534	7.5040603
187	-0.87121725	2.9093153
188	-3.6377754	-6.2213364
189	5.3857	-0.14793476
190	3.8188188	7.2524724
191	5.374751	0.19693646
192	1.3851198	4.5695343
193	5.947448	1.0126768
194	1.0034335	7.187446
195	-7.380349	5.710773
196	4.8267097	1.7915534
197	-0.08545175	3.1576114
198	-0.8619928	2.7546108
199	5.4543014	0.32373318
200	3.7231886	-0.58710486
201	-0.18759848	-0.38445368
202	-4.2834573	-2.7751095
203	3.3336694	0.7993044
204	5.358674	0.092612006
205	-4.472533	-2.2765343
206	0.6952433	8.727084
207	3.3553855	0.8101581
208	1.5801361	4.8515515
209	4.8213	1.8645972
210	3.24047	7.3651104
211	-4.122669	-7.127776
212	-0.75009817	-0.72448593
213	-7.413585	-7.487941
214	-4.3254366	-0.007971846
215	-1.1355939	-0.89911574
216	3.8486297	5.341338
217	-1.0504534	-0.8967518
218	-4.4495993	-2.5779302
219	5.7014236	2.4291716
220	-6.6282654	8.02085
221	-8.087738	-7.990574
222	4.8000803	1.7988385
223	5.3305187	2.2585766
224	3.0034902	5.1527414
225	4.6926155	1.6319648
226	1.3361086	4.123859
227	1.9269553	0.6301973
228	-1.9606928	6.9751167
229	-7.963481	5.6232533
230	5.230015	0.16135296
231	6.572542	1.0552559
232	4.808804	5.5150375
233	3.32565	0.8678995
234	-0.24833392	2.9917915
235	3.4718919	5.283036
236	4.3603663	-0.97217304
237	3.0527751	-1.2782135
238	2.3753445	0.927097
239	-3.6241915	-6.1640873
240	4.966723	5.824191
241	4.7564473	1.811508
242	6.926174	0.6543274
243	3.2399151	5.3737326
244	-4.2410126	-7.0415554
245	7.4033804	1.2825612
246	-0.49154708	3.5811622
247	1.4338264	5.442965
248	4.7373753	1.7884675
249	-1.1681104	-1.1265686
250	-12.261396	-0.7408958
251	6.1225967	0.2516348
252	-1.2717215	4.151598
253	5.2500024	-0.4978182
254	5.4540253	0.22481653
255	5.2357397	0.23332205
256	-3.6770847	-6.1894007
257	1.5584474	0.14074138
258	-7.656516	-7.865162
259	-1.0279402	5.9568596
260	4.7762876	1.7809149
261	-3.79199	-6.3012657
262	6.0581965	0.31339923
263	3.8285291	-0.7362774
264	-3.3862813	-5.334828
265	-0.55318207	4.8510523
266	6.1061144	0.50992936
267	-0.9006773	-0.58950573
268	-0.48060378	3.0997522
269	0.41932175	8.28726
270	4.2814126	7.491221
271	-0.6623703	5.9295683
272	6.0400176	0.36367723
273	-0.5041674	5.968129
274	4.052824	7.1184087
275	-0.9358039	6.5074553
276	-11.696406	0.607027
277	5.9776144	0.5327726
278	6.68882	2.3034103
279	-0.10784285	-0.19319156
280	-6.847105	7.8155665
281	-1.2835287	5.7531834
282	3.926996	-0.49144533
283	4.677162	1.73269
284	-1.0789459	8.355469
285	-0.7030324	3.592055
286	4.783362	1.7683386
287	-3.3714976	-5.4386177
288	-0.54511106	5.9888344
289	6.584437	8.196097
290	-7.7643204	-7.8893967
291	1.4187979	4.382696
292	6.664413	2.5010266
293	4.3158007	-0.37050828
294	-3.6008813	-6.2418637
295	-8.089484	6.035138
296	-3.6018188	-6.15248
297	0.8005511	7.0478373
298	-7.5007844	5.6036267
299	4.76933	1.7961894
300	-5.549425	-1.5306079
301	4.334436	-4.23172
302	0.9149795	-3.3216207
303	5.6734586	-3.0057924
304	0.83740944	-4.150219
305	1.0905563	-3.1588418
306	1.7254707	-3.7720554
307	0.95428306	-3.2845933
308	1.422131	-4.282482
309	6.2175674	-3.905238
310	1.2159951	-4.2648325
311	0.7467254	-2.7681487
312	2.194518	-4.132607
313	0.8351536	-7.338397
314	5.545196	-7.7206182
315	2.536629	-8.420971
316	5.581353	-7.3136454
317	0.6646909	-7.3800673
318	0.9014553	-3.857018
319	1.0053493	-8.087624
320	1.1604869	-8.224381
321	6.8003654	-6.410101
322	4.445509	-5.070536
323	1.2546839	-3.3437448
324	0.9559833	-6.0743275
325	0.83702916	-6.304714
326	0.9256528	-8.131856
327	1.203018	-3.216716
328	4.238726	-8.375786
329	4.7806444	-3.32836
330	0.62487835	-3.945821
331	5.5000043	-7.9368668
332	0.30165914	-6.433215
333	0.29167703	-4.0558076
334	0.87216115	-7.0140553
335	2.0453365	-2.9739165
336	3.151135	-5.8084536
337	1.1537461	-4.1296754
338	2.7301915	-7.8557816
339	5.854723	-9.307428
340	0.63328654	-3.4707634
341	1.4195818	-4.208396
342	1.0131217	-3.8125386
343	5.188763	-7.754734
344	5.2492476	-8.727937
345	1.2745861	-6.800367
346	1.2983053	-4.3941216
347	0.60555506	-4.2655387
348	0.69514334	-3.5392008
349	5.625826	-2.8614693
350	1.9183854	-7.0356684
351	0.3381255	-3.06175
352	0.52229553	-3.6453857
353	2.0410876	-7.2313943
354	5.230241	-8.749101
355	0.56630224	-3.193043
356	0.41509983	-3.8357232
357	4.8581414	-4.9568014
358	1.5385722	-6.3769855
359	5.356328	-3.9695346
360	0.5673805	-4.042024
361	3.1198556	-5.698465
362	2.9605806	-5.598885
363	7.4087663	-5.91327
364	5.3258076	-4.1804237
365	6.1275163	-7.170129
366	3.7586062	-7.3542747
367	0.85862833	-3.2733557
368	5.1924906	-7.2962217
369	7.4323053	-6.272984
370	1.1111494	-5.8792396
371	4.132489	-4.5622387
372	0.95094717	-6.197381
373	6.533542	-2.3780818
374	5.151787	-7.6929193
375	4.2243085	-4.312337
376	1.8985056	-5.9129877
377	1.0337212	-6.5115576
378	4.6088777	-5.2922344
379	5.4434495	-7.6057653
380	6.095375	-3.168216
381	7.6607313	-6.0640016
382	7.0074224	-6.64793
383	5.3847604	-9.41981
384	0.4942277	-3.0696664
385	8.183777	-5.2743692
386	2.0584445	-5.9849772
387	7.1061	-5.4610176
388	7.9298177	-5.1267104
389	6.642796	-6.311908
390	1.9447302	-7.827838
391	4.9790707	-6.547841
392	2.1539912	-8.781595
393	1.6518617	-4.1968107
394	3.1881473	-6.7464676
395	1.4538267	-5.824678
396	4.3099504	-5.382598
397	7.254221	-2.9594443
398	1.955419	-3.971429
399	2.213801	-3.7780156
400	6.832114	-2.6098058
401	1.5772941	-3.1465106
402	1.1756468	-4.328712
403	2.8826778	-5.191086
404	1.6681103	-7.355757
405	2.1811578	-4.259505
406	6.912513	5.1355853
407	5.4754677	-8.635167
408	4.002886	-4.4741693
